source,sample_label,language,measure_type,method,subject_id,age_mo,tokens_per_hour,log_r,citation_path
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,309.4555,5.7348,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,1508.9917,7.3192,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,1251.1042,7.1318,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,1601.7832,7.3789,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,166.6185,5.1157,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,539.1279,6.29,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,752.4743,6.6234,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,1211.4598,7.0996,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,431.892,6.0682,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,437.5906,6.0813,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,605.7949,6.4065,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,906.7826,6.8099,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,943.3332,6.8494,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,1598.8362,7.377,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,613.029,6.4184,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,1306.6804,7.1752,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,714.6301,6.5718,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,955.5522,6.8623,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,975.1632,6.8826,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,1312.472,7.1797,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,67.1597,4.2071,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,201.719,5.3069,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,437.0009,6.0799,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,795.5362,6.679,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,537.0385,6.2861,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,1929.0462,7.5648,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,1217.9196,7.1049,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,1439.4442,7.272,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,75.3509,4.3222,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,561.9298,6.3314,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,298.1928,5.6977,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,737.5301,6.6033,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,296.8198,5.6931,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,624.5199,6.437,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,1124.1572,7.0248,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,2871.3088,7.9625,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,392.9706,5.9737,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,884.3119,6.7848,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,1026.9551,6.9344,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,1116.8522,7.0183,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,109.1631,4.6928,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,705.789,6.5593,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,130.026,4.8677,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,590.6778,6.3813,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,1027.6154,6.935,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,1584.7981,7.3682,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",CDS-mother,manual transcript (visit recording),NA,NA,447.3902,6.1034,papers/input_estimation/weisleder_fernald_2013.pdf
Weisleder & Fernald 2013,low-SES Spanish-speaking,"Spanish (US, low-SES)",all-adult,manual transcript (visit recording),NA,NA,1066.9428,6.9726,papers/input_estimation/weisleder_fernald_2013.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),01,6,881.0625,6.7811,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),01,7,874.3125,6.7734,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),01,8,889.1875,6.7903,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),01,9,886.125,6.7869,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),01,10,1585.5625,7.3687,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),01,11,1348.5625,7.2068,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),01,12,1931,7.5658,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),01,13,1108.25,7.0105,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),01,14,947.1875,6.8535,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),01,15,1564.875,7.3556,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),01,16,896.5625,6.7986,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),01,17,773.3125,6.6507,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),02,6,1320.8125,7.186,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),02,7,1334.4375,7.1963,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),02,8,1257.1875,7.1366,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),02,9,1652.875,7.4103,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),02,10,987.5,6.8952,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),02,11,1391.4375,7.2381,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),02,12,870.625,6.7692,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),02,13,969.625,6.8769,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),02,14,838.3125,6.7314,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),02,15,1186.625,7.0789,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),02,16,1170.75,7.0654,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),02,17,632.6875,6.45,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),03,6,1211.9375,7.1,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),03,7,842.3125,6.7362,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),03,8,690.125,6.5369,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),03,9,911.3125,6.8149,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),03,10,957.875,6.8647,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),03,11,1449.875,7.2792,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),03,12,920.25,6.8246,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),03,13,670.5,6.508,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),03,14,863.375,6.7608,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),03,15,577.4375,6.3586,papers/input_estimation/bergelson_etal_2018.pdf
this paper (SEEDLingS; Bergelson 2018; Egan-Dailey & Bergelson 2025),44 longitudinal Rochester subjects,"English (US, Rochester NY)",all-adult,LENA AWC (automated),03,16,746.9375,6.616,papers/input_estimation/bergelson_etal_2018.pdf
